distance,camera_height,person_height,type,h1,h2,h3,h4,h5
300,101,160.0,beside,0.0266322683849523,0.2218109584640499,0.2061281411823175,0.2333436744068288,0.1634303473233429
300,101,160.0,beside,0.0240829344755495,0.2333097999370347,0.2070933866133634,0.233488030030342,0.1482077178569352
300,101,160.0,beside,0.0270206460297708,0.2040501809159447,0.169262787595737,0.2227028933867636,0.1476690775031509
300,101,162.5,front,0.0201753980018942,0.2161875452943405,0.1514183180736471,0.1935092041504051,0.2274355492358337
300,101,162.5,front,0.016153229514975,0.2181910757243302,0.1580120700508263,0.2713239768835973,0.2715442326068625
300,101,162.5,front,0.0175467876405981,0.2082626319478386,0.1514211985888144,0.2675546078833364,0.2656189233259088
300,101,162.5,front,0.0127076513601109,0.212534340596091,0.1538810468091718,0.2713419291925656,0.2651037900041769
300,101,162.5,beside,0.0282018993537819,0.185401236393834,0.1631959315446361,0.2144362685813165,0.0845719928497004
300,101,162.5,beside,0.025959011752689,0.2016794875518181,0.1649660932518163,0.2284974770159394,0.0855190263406156
300,101,162.5,beside,0.0261056970035223,0.1878292146542515,0.1607888730640457,0.2212099808249865,0.0848221778501944
300,101,173.0,front,0.0198895498641072,0.2262291861015752,0.1654779482284458,0.2717208945672307,0.2828766797266518
300,101,173.0,front,0.0187837683305039,0.217729468700259,0.173493866092567,0.2213976478946188,0.2439153616699328
300,101,173.0,front,0.02181415977694,0.2206375349681006,0.1610514450102876,0.1962487688121883,0.2172046894692287
300,101,173.0,front,0.0188542780433903,0.2085215959494939,0.1752451041300561,0.224103152659012,0.2196765943550177
300,101,173.0,beside,0.026913017533436,0.2192265457987522,0.227712828907179,0.2686944960119503,0.1086325654643955
300,101,173.0,beside,0.0295751000888984,0.2219895972350794,0.225544555224702,0.263911899228523,0.1153247310545753
300,101,173.0,beside,0.025948190438336,0.2238700780592061,0.2145488883842524,0.2659393639465076,0.1147890361907753
300,101,173.0,beside,0.0274160148922394,0.2140633343950502,0.2086060290954411,0.2729968043446545,0.1638989330326895
300,101,166.0,front,0.0191584840522315,0.237413941185717,0.1594600780557211,0.238617717930609,0.2531498941210889
300,101,166.0,front,0.0206304177037804,0.2439672523544309,0.1608911044657931,0.2440862991913641,0.2606637012433661
300,101,166.0,front,0.0213911495843204,0.2702321015484742,0.1586145345562703,0.2570882131932512,0.2936197644733709
300,101,166.0,beside,0.0205791815044886,0.2198492301184505,0.199133747574784,0.2352377865921525,0.1001325022013322
300,101,166.0,beside,0.0227911319828601,0.2232749680770343,0.2061678660830369,0.246079654515251,0.1023662193931526
300,101,166.0,beside,0.0189185415256181,0.2294352275559497,0.2097489916527092,0.2407556992470417,0.1136848364145766
300,101,166.0,beside,0.0286103975566867,0.2368211805317627,0.2131310383598166,0.2488111156451025,0.112071451085399
300,101,170.0,front,0.01712523250271,0.2419063454919896,0.1608260028583925,0.3075763290427694,0.2849690712607649
300,101,170.0,front,0.0185553654733958,0.2395913831895939,0.1614014877832875,0.2996585596576774,0.2791056646543485
300,101,170.0,front,0.0152447926377962,0.252285925719645,0.1688429435230853,0.30127466530008,0.283177563037185
300,101,170.0,front,0.0162001185760304,0.2278688723298299,0.1619097164597984,0.2912798700871996,0.2716464415131598
300,101,170.0,beside,0.0253177265274929,0.2122386391690838,0.1943035250417399,0.246135636775696,0.0926683276230445
300,101,170.0,beside,0.0246579620838022,0.2101441870920529,0.1831274783584362,0.2398385077308403,0.0981952786679321
300,101,170.0,beside,0.0232795222514625,0.2331899978394063,0.2097718347969981,0.2504328635401083,0.0927910432513788
300,101,170.0,front,0.021616894085025,0.2580972365314538,0.1679956136049639,0.2266941848206416,0.2247298020586474
300,101,170.0,front,0.0202965269039194,0.2759548634123054,0.1738811308121058,0.2350798451502528,0.2263711035643417
300,101,170.0,front,0.0203088792534303,0.2803908633974795,0.1718499380351285,0.2268699055601255,0.2272487834720305
300,101,170.0,front,0.0219318612751506,0.2452989814446212,0.161292131944942,0.2339616094488622,0.2423233401473352
300,101,170.0,beside,0.0268514972274748,0.2311643222628266,0.207207209745055,0.2416932639189701,0.1538929276141039
300,101,170.0,beside,0.027247202189578,0.2459252651996857,0.2154351698882158,0.2447518732012591,0.0984604427847699
300,101,170.0,beside,0.0297365991564311,0.2445170875493806,0.2138845525947425,0.2465876711982372,0.1018641854905766
300,101,162.0,front,0.0212869016342254,0.2609400524726705,0.187301294552649,0.2636228567098098,0.2562374897668574
300,101,162.0,front,0.0207672573934834,0.2554469589616847,0.183362340194123,0.267204058085649,0.2526857291724886
300,101,162.0,front,0.0197137754167164,0.2684703952546957,0.1717678113119826,0.234372288621333,0.2366667795577097
300,101,162.0,beside,0.0244767577157136,0.2440887637535531,0.2334528624513526,0.2495167800281626,0.1075714186206842
300,101,162.0,beside,0.0250889994486967,0.2406704181116311,0.2190123053954374,0.2471014584466288,0.1060637705505883
300,101,162.0,beside,0.0238694839998969,0.2590678508678924,0.2322323277895703,0.2474574348331228,0.1048967489979916
300,101,175.0,front,0.0188724145370111,0.2610152363434297,0.1893626513500179,0.2956434310445952,0.2740806119248982
300,101,175.0,front,0.0183216862198106,0.2634637226049165,0.1925321804325235,0.2912809329712792,0.2726708865527502
300,101,175.0,front,0.0167544934286281,0.2649250269178544,0.1796622498178425,0.3015043803275964,0.2817864234706442
300,101,175.0,beside,0.028952064946581,0.2618682235253735,0.2193260522170829,0.2667060854520405,0.0919605508611371
300,101,175.0,beside,0.0303180980088415,0.2227414732812938,0.1987454263373117,0.2584008885660976,0.0878449007931659
300,101,175.0,beside,0.0276703282636878,0.260938742538403,0.2166572386164884,0.2666770385617371,0.0940735906793267
300,101,168.6,front,0.0144961925283457,0.2571402900983256,0.1829003026871029,0.2897408209693718,0.2638881285326418
300,101,168.6,front,0.0153810554011374,0.2384840669087178,0.175938967091865,0.2647917810583401,0.2494652213090437
300,101,168.6,front,0.0150053933043304,0.2260172976951855,0.1760651986771363,0.2690896909926791,0.243891464233982
300,101,168.6,front,0.0158031098033119,0.2207541515436647,0.1731687552314955,0.2705929002132488,0.2433606438542237
300,101,168.6,beside,0.0313638924344901,0.1990828644111174,0.1860809083084545,0.2240375227846057,0.1006976992908949
300,101,168.6,beside,0.0298509978615093,0.2049266351215003,0.192812398551709,0.2262714458223951,0.1022055324581217
300,101,168.6,beside,0.0302817672542799,0.2117544422589854,0.1974902417613668,0.2389718150157866,0.081764070438906
300,101,168.6,beside,0.0326343222018188,0.2173156050010352,0.2026388448174947,0.233828370075831,0.101793461706018
300,101,156.0,front,0.0143596369393453,0.2061268919959114,0.137451574617651,0.2279521036886971,0.2553739907379443
300,101,156.0,front,0.0148477825543301,0.2055634669592508,0.1345179493968736,0.2192596977845161,0.2450473790049947
300,101,156.0,front,0.0143486528985667,0.2071727761319286,0.1390799012014134,0.2187725654825566,0.2527456288951149
300,101,156.0,front,0.0148468205629469,0.2169988604893137,0.1397398338625607,0.2175819857318144,0.2555145067064761
300,101,156.0,beside,0.0259323631196356,0.1897934927754152,0.1402550811491386,0.2044840891865149,0.1544929374668102
300,101,156.0,beside,0.0245794291508893,0.1763489491090853,0.1419572218725492,0.1920465588954292,0.1759672702224395
300,101,156.0,beside,0.0227225255290596,0.1843849265678035,0.1381399348845412,0.1950667464642367,0.1756439833726683
300,101,165.0,front,0.0215654740664074,0.2526473499872678,0.1640029719028345,0.2653338618107851,0.2537145961380569
300,101,165.0,front,0.0201435675934853,0.2573689666736959,0.1471743260644103,0.2589136279054154,0.2632788281953523
300,101,165.0,front,0.0190893380509093,0.2250265778541131,0.1558297614315991,0.2429605896586639,0.2497369222831639
300,101,165.0,front,0.0201077835035961,0.2421798618123342,0.1511203251094481,0.2635233691269343,0.2749007383692194
300,101,165.0,front,0.0188279205748761,0.2289685938901439,0.1535877452612135,0.2510367062084765,0.257151942311537
300,101,165.0,beside,0.0275701648493469,0.2065374039932908,0.2029975600823337,0.2530400341538277,0.10111175020279
300,101,165.0,beside,0.0274762899815557,0.2161255152007999,0.2006503154341447,0.2474250521728424,0.0993096079122373
300,101,165.0,beside,0.0243397626905082,0.2189323218801593,0.2060485740054068,0.2497332504134978,0.0974135797034043
300,101,165.0,beside,0.023555072636447,0.2291587205367273,0.2106438035423742,0.241274004083575,0.0949473362927505
300,101,169.0,front,0.0238222721067782,0.2462223377522604,0.1731749676256432,0.2774887929810815,0.2565139823291017
300,101,169.0,front,0.0175140427507474,0.2380704366011532,0.1735174266915327,0.2856421592324544,0.2495939820705119
300,101,169.0,front,0.0145072256035934,0.2287518855111601,0.16966909511914,0.2748666632611197,0.2454827020511546
300,101,169.0,front,0.026512695501272,0.2692709509669249,0.1607281659011875,0.2478284913104572,0.2656411878168602
300,101,169.0,beside,0.0287625057899783,0.2298505924960571,0.1931263112138215,0.2321863888923759,0.1020054894778311
300,101,169.0,beside,0.0237556606621667,0.2283206247885235,0.2032636556991074,0.2303293243033572,0.1028373174460417
300,101,169.0,beside,0.0249518395204885,0.2203466290601442,0.2013129561895413,0.2358318603674613,0.1005194666639757
300,101,174.0,front,0.0245517684363033,0.2219588828543447,0.1656844531975528,0.2493490115723987,0.2666290366380309
300,101,174.0,front,0.0263919968546642,0.2082890333561938,0.1541863904652846,0.2451817367296949,0.2527723138253755
300,101,174.0,front,0.0218040650539182,0.2261062986674203,0.1699322323462381,0.2544669496890978,0.2638227283372115
300,101,174.0,beside,0.0270266418939311,0.2084059923200117,0.2130469769702914,0.2488492330242318,0.1039908640633008
300,101,174.0,beside,0.0281738245845956,0.2124276757695997,0.221651622747109,0.2512110170645708,0.1062247820175362
300,101,174.0,beside,0.0267564963473508,0.2133045653998306,0.2156909321054365,0.2540772044099829,0.1105821370777414
300,101,174.0,beside,0.0261500204494487,0.2226573987285481,0.227331304191128,0.2569939894450112,0.1079999604090075
300,101,155.0,front,0.0186576288765504,0.2247538334527793,0.1466009198671081,0.2393265769134169,0.2476074039389164
300,101,155.0,front,0.018317909891228,0.2408354852182975,0.1500274224796687,0.2252038515767929,0.2424103727150866
300,101,155.0,front,0.0167484224058324,0.2190743184259449,0.1466165474245559,0.2358093392019261,0.2427133595863557
300,101,155.0,beside,0.0259208448151609,0.1725498337501889,0.161589297152944,0.2237523983016064,0.0980688191822609
300,101,155.0,beside,0.0241375646565996,0.2005694571736587,0.1996286512409172,0.2335253482289866,0.099098565738439
300,101,155.0,beside,0.0229557782135584,0.178304542391265,0.1745694616318143,0.2211770242555877,0.0965604463248817
300,101,156.0,front,0.0130035303142755,0.2345023559079054,0.1403340907957399,0.2518125361967884,0.2742371319060117
300,101,156.0,front,0.0124654297068053,0.2211583593425547,0.1387092659773033,0.2616796901950647,0.2655303437582323
300,101,156.0,front,0.0145823180013377,0.2322976682169039,0.1381145332696743,0.2587038929038087,0.2571344874212776
300,101,156.0,beside,0.0278817878529827,0.2094950387871328,0.1774375093813992,0.2146088596377679,0.0837177012079533
300,101,156.0,beside,0.0252546131284187,0.2147316727778731,0.1826594422086589,0.2128853802944365,0.0825477609786582
300,101,156.0,beside,0.0276193675207435,0.2062472086112375,0.1758058618499778,0.2045759111632282,0.0825149732488506
300,101,150.0,front,0.0155300513534963,0.2121173180641575,0.1411556721837544,0.2171812207949029,0.2217931497832077
300,101,150.0,front,0.0166174861840808,0.2075277566488134,0.144336013028771,0.2158186069249634,0.229617962798181
300,101,150.0,front,0.0165629532933966,0.210911215035711,0.1435507703613357,0.2128981604841932,0.2214377451516768
300,101,150.0,beside,0.0242560664777937,0.188183333499857,0.1734657196717469,0.2119093692366222,0.0919633461201253
300,101,150.0,beside,0.0241532502330631,0.1961955214268809,0.189266271538137,0.2146166789705688,0.0896020083654598
300,101,150.0,beside,0.0256931943075175,0.1738916518445686,0.1640317191576368,0.208792198170855,0.0882611151355495
300,101,178.3,front,0.0206221855553032,0.2539461818489239,0.1839487011913367,0.2874760605343767,0.2751549768720676
300,101,178.3,front,0.0202493315990989,0.3021305101246398,0.1920891430049686,0.3056381691170606,0.2886880545433541
300,101,178.3,front,0.0206247995148384,0.3063949251981055,0.1880826435837708,0.303019711409309,0.2898081760956666
300,101,178.3,beside,0.0297094799528056,0.2253759811959005,0.2028829777942415,0.2526168078428862,0.0992399363008984
300,101,178.3,beside,0.0273701828605616,0.2221201027337913,0.1965883668164974,0.2471736854590092,0.0992188735600144
300,101,178.3,beside,0.029468651273224,0.2084230748213942,0.1840431764539762,0.2449849564235779,0.1088825316143742
300,101,178.3,beside,0.0287987578298134,0.2251034577135235,0.2073270359309108,0.2531321346864735,0.093742578160068
300,101,172.5,front,0.012225919140708,0.2408720248862367,0.163211272892723,0.249355922430716,0.2689783564194471
300,101,172.5,front,0.014963209797273,0.2362272143684692,0.1623942632637074,0.2544389744015966,0.2780879727566536
300,101,172.5,front,0.0155122352723269,0.2213123210341062,0.1559657246866678,0.2543268816442898,0.2698702964010895
300,101,172.5,front,0.0130871417344297,0.2217077571567263,0.1617774197466667,0.2486084497582513,0.2711985461941367
300,101,172.5,beside,0.0349430758199818,0.185240752208485,0.1770746406916208,0.2505130011256404,0.1833624581777663
300,101,172.5,beside,0.0372220961510037,0.18731608848025,0.1789924846997788,0.2531194025663096,0.1956029262259021
300,101,172.5,beside,0.0142218656662691,0.1840642863815115,0.1770346055760624,0.2575144158953046,0.1853347202830509
300,101,162.5,front,0.0152235080741017,0.213758542326965,0.1535584679904743,0.209055031700191,0.2190822841101269
300,101,162.5,front,0.012208841572589,0.2234401347058532,0.1552023072820144,0.2064990946839896,0.2468033246851558
300,101,162.5,front,0.0134470843949925,0.2019148863091388,0.1566476165663211,0.2113507845190708,0.2470376568613244
300,101,162.5,beside,0.0170712262715413,0.1730255651842174,0.1498472646127588,0.209668420009831,0.0989496636055407
300,101,162.5,beside,0.026070891676261,0.176435755558817,0.1441789583719936,0.2163063392483372,0.0977666159839501
300,101,162.5,beside,0.0267470312054448,0.177037048836937,0.1539970019281673,0.2136521913437491,0.0992288322257364
300,101,171,front,0.0190938624233208,0.2603528326830508,0.14326947672471693,0.26297498777178585,0.27293301818961696
300,101,171,front,0.01746619384597374,0.2594284435748945,0.16520478897232474,0.2777232689211738,0.28048609470763564
300,101,171,front,0.018563886566388986,0.26625931865773383,0.15710093806179112,0.2767651955415527,0.2809259263481285
300,101,171,front,0.017517761204683555,0.266298316911057,0.16476501547062125,0.2755131321737308,0.28776228616604704
300,101,171,beside,0.02500869653593642,0.2082554702737043,0.19952413575789824,0.2653089666148768,0.21969962481164934
300,101,171,beside,0.023407031037506503,0.2156243106682596,0.20812803811172637,0.26280648779007,0.21642208858906084
300,101,171,beside,0.02776830991448302,0.21235171382617513,0.19448157962841015,0.266262479704175,0.20565482155116768
300,101,171,beside,0.029355131874503084,0.20792009605198344,0.20682999138848443,0.2715733575542206,0.20800065353469266
300,101,152,front,0.013055339691195265,0.21238118265750108,0.142948916593018,0.25816730457642834,0.2587855843615109
300,101,152,front,0.0177618916063475,0.20570405776383036,0.14327260080327323,0.2401808545117714,0.2525957807108366
300,101,152,front,0.01763601273846146,0.2118268701632531,0.13981147885880477,0.24852914914905427,0.25797527321564007
300,101,152,front,0.0182996014375636,0.20867004877992654,0.14272372414135523,0.25204046763074117,0.25892898826813837
300,101,152,beside,0.0188291457866666,0.19605335305086036,0.18146130892103196,0.2234401630721043,0.09626767553396047
300,101,152,beside,0.017263520458578367,0.2080839227128551,0.180162744565704,0.22201269873600454,0.1016319672805206
300,101,152,beside,0.01665150718265421,0.2014975399153789,0.18767124860615567,0.23231256208201428,0.10055068852271812
